SampleID	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20
quinolone__qepA	0	0	0	0	0	0.000053	0.000108703	0.0000408	0.0000321	0.000149302	0.0000317	0.0000356	0	0.00017486	0.000202541	0.0000754	0	0	0.0000278	0.000061
quinolone__qnrB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
quinolone__qnrS	0.000125403	0.000638894	0.000234807	0.000277342	0.000298181	0	0	0.000256783	0	0	0.000814853	0.001836333	0.000614021	0.001521513	0	0	0.000273783	0	0	0
rifamycin__ADPribosylatingtransferase_arr	0.005210728	0.005030824	0.003659073	0.002402935	0.004968468	0.004569001	0.001265505	0.001516504	0.00392187	0.002401166	0.002337718	0.003963028	0.005249822	0.001861804	0.00177525	0.001937318	0.001685965	0.001297084	0.002180506	0.004473704
rifamycin__rifampinmonooxygenase	0.0000933	0.0000527	0	0.000342278	0.000159052	0.000252667	0.0000587	0.0000654	0.000232823	0.000101093	0.0000867	0	0	0.000104399	0.000124551	0.000172313	0.0000487	0	0.000145778	0.000169946
sulfonamide__sul1	0.039340582	0.050364923	0.03900313	0.030210755	0.045701939	0.035183144	0.031617779	0.047771446	0.030732984	0.028677348	0.046690872	0.050436234	0.041828237	0.034552471	0.040650861	0.027306021	0.046982389	0.028273025	0.037888415	0.042690938
sulfonamide__sul2	0.014376974	0.014820093	0.011936767	0.013860278	0.013758797	0.027206234	0.015880272	0.014092084	0.006480969	0.008607744	0.015871913	0.012857657	0.012048705	0.012793985	0.013660733	0.017296614	0.017482118	0.018839798	0.011788128	0.016669536
sulfonamide__sul3	0.000835814	0.000213123	0.000298029	0.000061	0	0	0	0	0.000450716	0	0	0.000211888	0	0	0.000184467	0.0000635	0	0.000206214	0.0000979	0
sulfonamide__sul4	0.005406149	0.006012888	0.001917319	0.005303138	0.004413177	0.00410214	0.001290301	0.004826294	0.004696319	0.002841201	0.002370951	0.001824791	0.000892765	0.000492947	0.001516862	0.002935971	0.003615155	0.001344903	0.001003305	0.001903841
tetracenomycin_C__tcmA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000298	0	0	0	0
tetracycline__otrA	0	0.0000427	0	0	0.000196089	0	0	0	0	0	0.000247857	0	0	0.000102099	0.0000478	0	0	0.000114	0.00019655	0.0000731
tetracycline__tet32	0.000288999	0.000615792	0.000183994	0.0001902	0.000249693	0.000301358	0.0000444	0.000100846	0.000204553	0.0000325	0.000588586	0.000260737	0.000352427	0.000104875	0.000100218	0.000183929	0.0000274	0.000210379	0.000120879	0.000153994
tetracycline__tet34	0	0	0	0	0.000409309	0	0	0.000207109	0	0	0	0	0.000910234	0	0	0	0	0	0	0.000150913
tetracycline__tet35	0	0	0	0	0.0000801	0.000075	0	0	0.0000617	0	0	0	0	0	0	0	0	0.000128214	0	0
tetracycline__tet36	0.000643347	0.002351392	0.001290946	0.000934092	0.000636081	0.000791855	0.000489114	0.000550226	0.000324955	0.000566479	0.000876979	0.000725013	0.00108974	0.000210479	0.000847998	0.000144505	0.00085062	0.000573355	0.000162562	0.000305188
tetracycline__tet37	0	0	0.001096038	0	0	0	0	0.000222999	0	0	0	0	0.000239372	0	0	0	0	0	0	0.000173984
tetracycline__tet39	0.000590402	0.001586721	0.001251351	0.001936735	0.000535254	0.000578009	0.0000483	0.000247183	0.000131292	0.0000464	0.000867205	0.000970282	0.000846467	0.000335889	0.0011054	0.000321935	0.000152627	0	0.0000372	0.0000363
tetracycline__tet40	0.0000673	0.000138057	0	0.000171711	0	0	0.000282184	0	0	0	0.00054157	0.000413172	0	0.00021508	0	0	0	0.000351008	0	0.000298394
tetracycline__tet41	0	0	0	0	0.0000785	0	0	0	0	0	0	0	0.000116945	0	0	0.0000768	0	0	0	0
tetracycline__tet43	0.0000537	0.00015818	0	0.000232988	0.00024923	0.000215512	0.0000557	0	0.000126434	0.0000365	0	0	0	0.000129123	0.000198172	0	0	0.00003	0.000223748	0
tetracycline__tet44	0.000333006	0.000219392	0	0.000273769	0.000200058	0.000242331	0.0000886	0.000100688	0	0.00018978	0.0000886	0.000175034	0.000175938	0.000104711	0.0000991	0	0.000369262	0.00035429	0	0.0000765
tetracycline__tetA	0.002272128	0.003741985	0.002161925	0.002827399	0.002403523	0.002872869	0.001063032	0.001940687	0.002270949	0.003717865	0.003173686	0.003037338	0.002381653	0.001927278	0.001720908	0.001695046	0.002143219	0.001582444	0.001412482	0.000981374
tetracycline__tetC	0.003517519	0.008852814	0.003523357	0.002704245	0.004648504	0.002435134	0.003482155	0.002337234	0.002645888	0.004472281	0.003959454	0.006311987	0.00648123	0.0075043	0.002955196	0.000994301	0.006459093	0.002456611	0.002411956	0.002365858
tetracycline__tetD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tetracycline__tetE	0.00011277	0.001157831	0.001274489	0.000562786	0.001272026	0.002049213	0.0000371	0.000236258	0.000129357	0	0.000495563	0.001531737	0.000130306	0.001192181	0.000702766	0.000391689	0.00158439	0	0.000127147	0.000239305
tetracycline__tetG	0.002054771	0.001681464	0.00088596	0.000602743	0.001556957	0.000823125	0.000951301	0.001160364	0.001159318	0.000776451	0.002142132	0.001883362	0.003080524	0.001012932	0.00248184	0.001628836	0.000907759	0.001126843	0.001681938	0.001818638
tetracycline__tetH	0	0.0000694	0	0	0	0	0	0	0	0	0	0.000139316	0	0	0	0	0	0.000109623	0	0
tetracycline__tetL	0.000130113	0.000126992	0	0	0	0.000266222	0	0	0.000242546	0	0.000129251	0	0	0	0	0	0	0	0	0
tetracycline__tetM	0.000420567	0.000996373	0.000244849	0.000555526	0.000188765	0.000893246	0.000135826	0.0000293	0.000407129	0.000338799	0.000492249	0.001173076	0.000861357	0.000335605	0.000283179	0.000692498	0.000507227	0.000267262	0.000213525	0.000118834
tetracycline__tetO	0.00012922	0.000614906	0.000122663	0.00037847	0.000201399	0.000221958	0	0.000149741	0.0000812	0.0000468	0.000625712	0.000436934	0.000354225	0	0.000454526	0.000247249	0	0.000291641	0.00024258	0.000114528
tetracycline__tetP	0.0003218	0.000994191	0.000206086	0.000630426	0.000201411	0.000210719	0.000182815	0.000361805	0.000414044	0.000573404	0.000242277	0.000475657	0.000332541	0.001230376	0.000805726	0.000319152	0.000307453	0.000199105	0.000573757	0.000243188
tetracycline__tetQ	0.001087983	0.002564024	0.000542345	0.0012702	0.000499861	0.000531381	0.0002633	0.00054353	0.00048511	0.000839187	0.001133348	0.001018283	0.000262036	0.001636431	0.000816825	0.000492761	0.000908836	0.00123809	0.0000295	0.000566212
tetracycline__tetR	0	0.000104155	0	0	0	0.000273102	0	0.000245736	0	0	0	0	0.000517275	0.000163885	0	0	0	0.000212859	0	0
tetracycline__tetS	0	0.0000874	0	0.000094	0.0001	0	0.000178032	0	0	0	0.000265478	0	0.000266943	0.000208608	0	0	0	0	0	0
tetracycline__tetT	0	0	0	0	0	0	0	0	0	0	0.000607956	0	0	0	0	0	0.0000269	0	0	0
tetracycline__tetV	0.000200033	0	0.0000934	0	0	0.0000674	0	0	0	0.0000716	0	0	0.000480612	0	0.0000739	0	0	0	0	0.0000832
tetracycline__tetW	0.000744761	0.000722934	0.000600798	0.00034943	0.000132553	0.000212935	0.000178385	0.000149741	0.000433951	0.00017957	0.000757012	0.000132524	0.000959285	0.000730945	0.000303692	0.000325645	0.000142464	0.000399087	0.000241758	0.000563294
tetracycline__tetX	0.000887947	0.001739721	0.000782338	0.001066437	0.000333815	0.000147109	0.000588734	0.000404714	0.000718409	0.00035023	0.00087578	0.000968295	0.000605808	0.000687883	0.000497673	0.000163057	0.000145252	0.0001476	0.0004043	0.000682643
tetracycline__tetX2	0.010525491	0.016028352	0.012285193	0.009203568	0.007316547	0.007715243	0.002350085	0.005510572	0.006739871	0.006561301	0.00928583	0.009677097	0.008025111	0.008412699	0.005921391	0.003227003	0.003939348	0.001632846	0.00394841	0.004342798
tetracycline__tetX3	0.000878201	0.001258165	0.00167368	0.000886245	0.000519374	0.000448427	0.000226549	0.000256577	0.000278594	0.001117356	0.001362371	0.000744644	0.000372356	0.000354576	0.001009655	0.000676225	0.000156301	0.0002259	0.000893827	0.000259014
tetracycline__tetX4	0.00028403	0.000795585	0.00061492	0.000887758	0.0000836	0.000371388	0	0.0000845	0.000540185	0.0000777	0.000662789	0.000728151	0.000222336	0.000344613	0.0000823	0.000328629	0.000540239	0.000296723	0.000133752	0.000428979
tetracycline__tetX5	0.000212471	0.000434165	0.000304592	0.000396378	0.0000834	0.000219567	0	0	0.000134354	0	0.000146905	0.000360923	0.000145855	0.00017186	0	0	0.000231155	0	0	0.000125542
tetracycline__tetX6	0.000997311	0.00180853	0.001632776	0.000634525	0.000335104	0.000367438	0.000146903	0.000166944	0.00027282	0.000468039	0.000809475	0.00087358	0.000293199	0.000522595	0.000328459	0.000410969	0.0000765	0.000295954	0.000133405	0.000508573
tetracycline__tetY	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000154438	0	0	0	0	0	0
tetracycline__tetZ	0	0	0	0	0	0	0	0	0.0000413	0	0	0	0.000122678	0	0	0	0.0000487	0	0	0
tetracycline__tetracycline_resistance_protein	0.000238298	0.000540042	0.000362667	0.000379224	0.000314156	0.000394291	0.0000444	0.000125673	0.000247193	0.000450949	0.000222757	0.000597362	0.000653833	0.000352694	0.000157345	0.0000492	0.000186807	0.000160239	0.000230043	0.000191138
trimethoprim__dfrA1	0	0.001079299	0	0	0	0.000337851	0.000136363	0	0	0	0	0	0	0	0	0	0	0	0	0
trimethoprim__dfrA10	0	0	0	0	0	0	0	0	0	0	0	0.000453085	0	0	0	0	0	0	0	0
trimethoprim__dfrA12	0	0	0	0.000370166	0	0	0	0	0	0.000181255	0	0	0	0.000402048	0	0	0	0	0	0
trimethoprim__dfrA14	0	0.000353701	0.000234945	0	0	0	0.000307161	0.000797111	0	0	0.000177204	0.001187139	0	0	0.000412015	0	0.000345067	0	0.000328262	0.000657944
trimethoprim__dfrA15	0	0	0	0.000196479	0	0	0	0	0	0	0	0	0	0	0.000346093	0	0	0	0	0
trimethoprim__dfrA16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trimethoprim__dfrA17	0	0.000115399	0	0	0	0	0	0	0	0	0	0	0.000164663	0	0	0	0	0	0	0
trimethoprim__dfrA19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trimethoprim__dfrA20	0	0	0	0	0	0	0	0	0.0000783	0	0	0	0	0	0	0	0	0	0	0
trimethoprim__dfrA21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trimethoprim__dfrA22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trimethoprim__dfrA23	0	0	0	0	0	0	0	0	0	0	0	0	0.000342842	0	0	0	0	0	0	0
trimethoprim__dfrA5	0	0.000265809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trimethoprim__dfrA7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trimethoprim__dfrB1	0	0.000711347	0	0	0	0	0	0	0	0	0	0	0.00064078	0	0	0	0	0	0	0
trimethoprim__dfrB2	0	0.000682312	0	0	0	0	0	0	0	0	0	0	0	0	0.000215621	0	0	0	0	0
trimethoprim__dfrB3	0.000550763	0	0	0	0	0	0	0	0	0	0.000363495	0	0	0	0	0	0	0	0	0
trimethoprim__dfrB6	0	0.000225018	0	0.000411296	0	0.000362191	0	0	0	0	0.000192875	0	0.000368264	0.000624848	0	0	0	0.000621343	0	0.00051984
unclassified__16SrRNAmethylase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unclassified__DNAbindingtranscriptionalregulatorgadX	0	0.00010125	0	0	0	0	0	0	0	0	0	0	0.000207572	0	0	0	0	0.000206358	0	0
unclassified__DNAbinding_protein_HNS	0	0.000409133	0.000291902	0	0	0	0	0	0	0	0	0.000149423	0	0	0	0	0	0	0	0
unclassified__antibioticresistancerRNAadeninemethyltransferase	0	0	0	0	0	0	0.0000663	0	0.000224412	0	0	0	0.000131689	0	0	0	0	0	0	0
unclassified__bacterialregulatoryproteinLuxR	0	0	0	0	0	0	0	0	0	0	0.000272294	0	0	0	0	0	0	0	0	0
unclassified__cAMPregulatoryprotein	0.001282994	0.004549415	0.002175315	0.001917858	0.001792747	0.001220304	0.000353636	0.000547221	0.001174635	0.00079832	0.001048658	0.001465686	0.000572461	0.00191044	0.001352787	0.000658323	0.001350112	0.000137372	0	0.000663242
unclassified__cobIalaminadenolsyltransferase	0	0	0	0	0	0	0	0.0000897	0	0	0.000221413	0	0	0	0	0	0	0.000288481	0.000131363	0
unclassified__sdiA	0	0.0000778	0	0.000132589	0.000270848	0.000216206	0	0.000168153	0	0	0	0	0.000107035	0.000101538	0.000269527	0	0	0	0	0
unclassified__transcriptionalregulatoryproteinCpxRcpxR	0.0068395	0.007087768	0.011592647	0.007818953	0.011588384	0.009827749	0.010517642	0.01212665	0.008676544	0.009423099	0.010248054	0.008748157	0.012876585	0.011820962	0.011158134	0.013350065	0.00996681	0.010613555	0.011061823	0.010756498
unclassified__truncatedputativeresponseregulatorArlR	0	0.000144736	0.000092	0	0	0.000176487	0.000232692	0.000388124	0.000684842	0.000402397	0.000293626	0.000214711	0	0.000598414	0.0000886	0	0.00022638	0.000535631	0.000451473	0.000761415
vancomycin__vanA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
vancomycin__vanC	0.0000439	0	0.0000606	0	0	0	0	0	0.0000831	0	0.0000557	0.000134285	0	0	0	0	0.000212058	0	0	0
vancomycin__vanD	0.000270672	0.0000743	0	0	0	0	0	0	0	0	0	0	0.0000419	0	0	0	0	0.0000841	0	0
vancomycin__vanE	0	0.000165065	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000273683	0	0	0	0
vancomycin__vanG	0	0.0000406	0	0.0000442	0.000047	0	0	0.0000466	0.0000379	0.0000437	0.0000414	0.0000407	0.000158026	0.0000931	0	0	0	0.0000413	0.0000376	0
vancomycin__vanH	0	0	0	0	0	0	0	0.0000991	0.0000575	0	0	0	0	0	0	0	0	0	0.0000602	0
vancomycin__vanM	0	0	0	0	0	0	0	0	0	0	0.000165321	0	0	0	0	0	0	0	0	0
vancomycin__vanN	0	0	0	0	0	0	0	0	0.0000808	0	0	0	0	0	0	0	0	0	0	0.0000703
vancomycin__vanR	0.000663795	0.000636783	0.000947437	0.001983599	0.000680421	0.001084905	0.001009741	0.001771289	0.002471696	0.001242879	0.006569067	0.003801135	0.002618437	0.002099925	0.003262905	0.002766234	0.001047459	0.002554609	0.000755319	0.001854515
vancomycin__vanS	0.000229635	0.00023561	0	0.000174889	0	0.000172104	0.000737949	0.000389197	0.000153388	0.0000548	0.001474236	0.00118837	0.000642765	0.000288426	0.001435044	0.0000912	0.000383479	0.00014215	0.001216921	0.000831303
vancomycin__vanU	0	0	0	0	0	0	0	0	0	0	0.00024688	0	0	0	0	0	0	0	0	0
vancomycin__vanW	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
vancomycin__vanX	0	0.000168171	0	0	0	0	0.000134824	0	0.0000969	0	0	0	0	0	0	0	0	0	0	0
vancomycin__vanY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
vancomycin__vanZ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
